0,0
0.0063,0.1259
0.025,0.3752
0.0563,0.6251
0.1001,0.8751
0.1563,1.1251
0.225,1.375
0.3063,1.6251
0.4001,1.8751
0.5063,2.1251
0.6251,2.3751
0.7563,2.6251
0.9001,2.8751
1.0563,3.1251
1.2251,3.3751
1.4064,3.6251
1.6001,3.8751
1.8001,4
2,4
2.2001,4
2.4001,4
2.6001,4
2.8001,4
3.0001,4
3.2001,4
3.4001,4
3.6001,4
3.8001,4
4.0001,4
4.2001,4
4.4001,4
4.6001,4
4.8001,4
5.0002,4
5.2001,4
5.4001,4
5.6001,4
5.8001,4
6.0002,4
6.2001,4
6.4002,4
6.6001,4
6.8002,4
7.0002,4
7.2,4
7.4001,4
7.6001,4
7.8001,4
8.0001,4
8.2001,4
8.4001,4
8.6,4
8.8001,4
9.0001,4
9.2001,4
9.4,4
9.6001,4
9.8001,4
